xflr5 v6.59

WP4.1 group A07 plane, nov 2023 
T1-10.0 m/s-Panel-Inviscid
QInf  =,   10.000000 ,m/s
Alpha = ,  10.000000
Beta  = ,   0.000°
Phi   = ,   0.000°
Ctrl  = ,   0.000
CL    = ,   0.969790
Cy    = ,   0.000000
Cd=,   0.037785,ICd=,    0.037785,PCd=,    0.000000
Cl   = ,1.15353e-14
Cm   =,    -1.17643
ICn=,   -0.000000,PCn=,   -0.000000
XCP=,   10.951730, YCP=,   -0.000000, ZCP=,    0.715387 
XNP=,    0.000000
Bending =, 229764.400937

Main Wing
  y-span,Chord,Ai,Cl,PCd,ICd,CmGeom,CmAirf@chord/4,XTrtop,XTrBot,XCP,BM
  -33.4271,   3.8066, -9.270, 0.225006, 0.000000, 0.036726,-1.804144, 0.001779, 0.0000, 0.0000, 0.2445, 0.0000
  -33.3355,   3.8329, -6.810, 0.378261, 0.000000, 0.045166,-2.324326,-0.005791, 0.0000, 0.0000, 0.2604, 0.2245
  -33.1525,   3.8854, -5.844, 0.529247, 0.000000, 0.054159,-2.783308, 0.011968, 0.0000, 0.0000, 0.2238, 2.9478
  -32.8786,   3.9640, -5.161, 0.664226, 0.000000, 0.059986,-3.298798, 0.012241, 0.0000, 0.0000, 0.2270,15.0569
  -32.5146,   4.0684, -4.599, 0.779853, 0.000000, 0.062718,-3.728168, 0.005306, 0.0000, 0.0000, 0.2386,50.2375
  -32.0615,   4.1985, -4.108, 0.875176, 0.000000, 0.062834,-4.023339,-0.004150, 0.0000, 0.0000, 0.2504,130.7094
  -31.5206,   4.3537, -3.670, 0.950741, 0.000000, 0.060955,-4.176567,-0.013774, 0.0000, 0.0000, 0.2603,288.4891
  -30.8932,   4.5338, -3.280, 1.008167, 0.000000, 0.057756,-4.201294,-0.022336, 0.0000, 0.0000, 0.2681,566.2046
  -30.1811,   4.7382, -2.943, 1.049793, 0.000000, 0.053934,-4.121126,-0.029322, 0.0000, 0.0000, 0.2739,1017.5233
  -29.3864,   4.9662, -2.661, 1.078246, 0.000000, 0.050082,-3.962342,-0.034691, 0.0000, 0.0000, 0.2782,1707.2774
  -28.5110,   5.2175, -2.436, 1.096078, 0.000000, 0.046602,-3.749383,-0.038645, 0.0000, 0.0000, 0.2812,2711.3639
  -27.5576,   5.4911, -2.265, 1.105516, 0.000000, 0.043689,-3.502658,-0.041465, 0.0000, 0.0000, 0.2835,4116.4574
  -26.5286,   5.7864, -2.141, 1.108400, 0.000000, 0.041404,-3.238109,-0.043431, 0.0000, 0.0000, 0.2852,6019.5366
  -25.4269,   6.1026, -2.058, 1.106162, 0.000000, 0.039709,-2.967547,-0.044762, 0.0000, 0.0000, 0.2865,8527.2042
  -24.2555,   6.4388, -2.008, 1.099890, 0.000000, 0.038521,-2.699324,-0.045631, 0.0000, 0.0000, 0.2875,11754.7632
  -23.0176,   6.7941, -1.985, 1.090401, 0.000000, 0.037750,-2.439165,-0.046161, 0.0000, 0.0000, 0.2884,15825.0159
  -21.7166,   7.1674, -1.984, 1.078289, 0.000000, 0.037301,-2.190757,-0.046445, 0.0000, 0.0000, 0.2892,20866.7668
  -20.3561,   7.5579, -2.000, 1.063986, 0.000000, 0.037093,-1.956360,-0.046549, 0.0000, 0.0000, 0.2899,27013.0103
  -18.9398,   7.9644, -2.029, 1.047798, 0.000000, 0.037053,-1.737175,-0.046525, 0.0000, 0.0000, 0.2906,34398.8071
  -17.4716,   8.3857, -2.068, 1.029934, 0.000000, 0.037116,-1.533679,-0.046415, 0.0000, 0.0000, 0.2912,43158.8596
  -15.9555,   8.8208, -2.114, 1.010525, 0.000000, 0.037221,-1.345854,-0.046257, 0.0000, 0.0000, 0.2920,53424.8071
  -14.3957,   9.2685, -2.164, 0.989648, 0.000000, 0.037317,-1.173363,-0.046096, 0.0000, 0.0000, 0.2928,65322.2794
  -12.7964,   9.7275, -2.216, 0.967319, 0.000000, 0.037343,-1.015678,-0.045986, 0.0000, 0.0000, 0.2939,78967.7563
  -11.1620,  10.1966, -2.266, 0.943516, 0.000000, 0.037231,-0.872174,-0.046002, 0.0000, 0.0000, 0.2951,94465.2769
   -9.4971,  10.6744, -2.310, 0.918184, 0.000000, 0.036909,-0.742224,-0.046276, 0.0000, 0.0000, 0.2969,111903.0712
   -7.8061,  11.1597, -2.341, 0.891237, 0.000000, 0.036280,-0.625288,-0.047011, 0.0000, 0.0000, 0.2993,131350.2032
   -6.0937,  11.6511, -2.350, 0.862561, 0.000000, 0.035206,-0.521004,-0.048566, 0.0000, 0.0000, 0.3030,152853.2973
   -4.3646,  12.1474, -2.323, 0.832004, 0.000000, 0.033480,-0.429378,-0.051581, 0.0000, 0.0000, 0.3089,176433.4431
   -2.6236,  12.6471, -2.232, 0.799190, 0.000000, 0.030694,-0.351128,-0.057277, 0.0000, 0.0000, 0.3189,202083.3513
   -0.8753,  13.1488, -2.015, 0.760168, 0.000000, 0.025338,-0.288642,-0.068993, 0.0000, 0.0000, 0.3381,229764.4009
    0.8753,  13.1488, -2.015, 0.760168, 0.000000, 0.025338,-0.288642,-0.068993, 0.0000, 0.0000, 0.3381,229764.4009
    2.6236,  12.6471, -2.232, 0.799190, 0.000000, 0.030694,-0.351128,-0.057277, 0.0000, 0.0000, 0.3189,202083.3513
    4.3646,  12.1474, -2.323, 0.832004, 0.000000, 0.033480,-0.429378,-0.051581, 0.0000, 0.0000, 0.3089,176433.4431
    6.0937,  11.6511, -2.350, 0.862561, 0.000000, 0.035206,-0.521004,-0.048566, 0.0000, 0.0000, 0.3030,152853.2973
    7.8061,  11.1597, -2.341, 0.891237, 0.000000, 0.036280,-0.625288,-0.047011, 0.0000, 0.0000, 0.2993,131350.2032
    9.4971,  10.6744, -2.310, 0.918184, 0.000000, 0.036909,-0.742224,-0.046276, 0.0000, 0.0000, 0.2969,111903.0712
   11.1620,  10.1966, -2.266, 0.943516, 0.000000, 0.037231,-0.872174,-0.046002, 0.0000, 0.0000, 0.2951,94465.2769
   12.7964,   9.7275, -2.216, 0.967319, 0.000000, 0.037343,-1.015678,-0.045986, 0.0000, 0.0000, 0.2939,78967.7563
   14.3957,   9.2685, -2.164, 0.989648, 0.000000, 0.037317,-1.173363,-0.046096, 0.0000, 0.0000, 0.2928,65322.2794
   15.9555,   8.8208, -2.114, 1.010525, 0.000000, 0.037221,-1.345854,-0.046257, 0.0000, 0.0000, 0.2920,53424.8071
   17.4716,   8.3857, -2.068, 1.029934, 0.000000, 0.037116,-1.533679,-0.046415, 0.0000, 0.0000, 0.2912,43158.8596
   18.9398,   7.9644, -2.029, 1.047798, 0.000000, 0.037053,-1.737175,-0.046525, 0.0000, 0.0000, 0.2906,34398.8071
   20.3561,   7.5579, -2.000, 1.063986, 0.000000, 0.037093,-1.956360,-0.046549, 0.0000, 0.0000, 0.2899,27013.0103
   21.7166,   7.1674, -1.984, 1.078289, 0.000000, 0.037301,-2.190757,-0.046445, 0.0000, 0.0000, 0.2892,20866.7668
   23.0176,   6.7941, -1.985, 1.090401, 0.000000, 0.037750,-2.439165,-0.046161, 0.0000, 0.0000, 0.2884,15825.0159
   24.2555,   6.4388, -2.008, 1.099890, 0.000000, 0.038521,-2.699324,-0.045631, 0.0000, 0.0000, 0.2875,11754.7632
   25.4269,   6.1026, -2.058, 1.106162, 0.000000, 0.039709,-2.967547,-0.044762, 0.0000, 0.0000, 0.2865,8527.2042
   26.5286,   5.7864, -2.141, 1.108400, 0.000000, 0.041404,-3.238109,-0.043431, 0.0000, 0.0000, 0.2852,6019.5366
   27.5576,   5.4911, -2.265, 1.105516, 0.000000, 0.043689,-3.502658,-0.041465, 0.0000, 0.0000, 0.2835,4116.4574
   28.5110,   5.2175, -2.436, 1.096078, 0.000000, 0.046602,-3.749383,-0.038645, 0.0000, 0.0000, 0.2812,2711.3639
   29.3864,   4.9662, -2.661, 1.078246, 0.000000, 0.050082,-3.962342,-0.034691, 0.0000, 0.0000, 0.2782,1707.2774
   30.1811,   4.7382, -2.943, 1.049793, 0.000000, 0.053934,-4.121126,-0.029322, 0.0000, 0.0000, 0.2739,1017.5233
   30.8932,   4.5338, -3.280, 1.008167, 0.000000, 0.057756,-4.201294,-0.022336, 0.0000, 0.0000, 0.2681,566.2046
   31.5206,   4.3537, -3.670, 0.950741, 0.000000, 0.060955,-4.176567,-0.013774, 0.0000, 0.0000, 0.2603,288.4891
   32.0615,   4.1985, -4.108, 0.875176, 0.000000, 0.062834,-4.023339,-0.004150, 0.0000, 0.0000, 0.2504,130.7094
   32.5146,   4.0684, -4.599, 0.779853, 0.000000, 0.062718,-3.728168, 0.005306, 0.0000, 0.0000, 0.2386,50.2375
   32.8786,   3.9640, -5.161, 0.664226, 0.000000, 0.059986,-3.298798, 0.012241, 0.0000, 0.0000, 0.2270,15.0569
   33.1525,   3.8854, -5.844, 0.529247, 0.000000, 0.054159,-2.783308, 0.011968, 0.0000, 0.0000, 0.2238, 2.9478
   33.3355,   3.8329, -6.810, 0.378261, 0.000000, 0.045166,-2.324326,-0.005791, 0.0000, 0.0000, 0.2604, 0.2245
   33.4271,   3.8066, -9.270, 0.225006, 0.000000, 0.036726,-1.804144, 0.001779, 0.0000, 0.0000, 0.2445, 0.0000


Main Wing Cp Coefficients
Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp
Main WingCp Coefficients
Strip 1
  30,   2.262e+01,  -3.341e+01,   9.332e-01,       0.165,       0.018,      -0.986,   4.851e-04,     -3.1980
  31,   2.260e+01,  -3.341e+01,   9.309e-01,       0.094,      -0.002,      -0.996,   1.435e-03,     -3.1804
  32,   2.256e+01,  -3.341e+01,   9.270e-01,       0.094,      -0.002,      -0.996,   2.375e-03,     -2.9840
  33,   2.249e+01,  -3.341e+01,   9.212e-01,       0.094,      -0.002,      -0.996,   3.289e-03,     -2.5954
  34,   2.241e+01,  -3.341e+01,   9.139e-01,       0.088,      -0.004,      -0.996,   4.164e-03,     -2.1433
  35,   2.231e+01,  -3.341e+01,   9.052e-01,       0.086,      -0.004,      -0.996,   4.994e-03,     -1.6984
  36,   2.220e+01,  -3.342e+01,   8.953e-01,       0.084,      -0.005,      -0.996,   5.770e-03,     -1.3190
  37,   2.206e+01,  -3.342e+01,   8.841e-01,       0.084,      -0.005,      -0.996,   6.483e-03,     -1.0264
  38,   2.192e+01,  -3.342e+01,   8.716e-01,       0.084,      -0.005,      -0.996,   7.126e-03,     -0.8106
  39,   2.175e+01,  -3.342e+01,   8.577e-01,       0.088,      -0.004,      -0.996,   7.693e-03,     -0.6510
  40,   2.158e+01,  -3.342e+01,   8.429e-01,       0.084,      -0.005,      -0.996,   8.170e-03,     -0.5391
  41,   2.140e+01,  -3.342e+01,   8.275e-01,       0.086,      -0.004,      -0.996,   8.562e-03,     -0.4565
  42,   2.121e+01,  -3.342e+01,   8.116e-01,       0.082,      -0.006,      -0.997,   8.857e-03,     -0.3962
  43,   2.102e+01,  -3.342e+01,   7.960e-01,       0.078,      -0.007,      -0.997,   9.053e-03,     -0.3509
  44,   2.082e+01,  -3.342e+01,   7.815e-01,       0.068,      -0.011,      -0.998,   9.147e-03,     -0.3178
  45,   2.062e+01,  -3.342e+01,   7.696e-01,       0.051,      -0.018,      -0.999,   9.137e-03,     -0.2928
  46,   2.042e+01,  -3.342e+01,   7.620e-01,       0.026,      -0.029,      -0.999,   9.028e-03,     -0.2733
  47,   2.023e+01,  -3.342e+01,   7.595e-01,      -0.000,      -0.041,      -0.999,   8.827e-03,     -0.2570
  48,   2.004e+01,  -3.342e+01,   7.621e-01,      -0.028,      -0.054,      -0.998,   8.537e-03,     -0.2415
  49,   1.986e+01,  -3.342e+01,   7.697e-01,      -0.056,      -0.067,      -0.996,   8.160e-03,     -0.2251
  50,   1.968e+01,  -3.342e+01,   7.817e-01,      -0.084,      -0.081,      -0.993,   7.701e-03,     -0.2078
  51,   1.952e+01,  -3.342e+01,   7.969e-01,      -0.105,      -0.092,      -0.990,   7.155e-03,     -0.1891
  52,   1.938e+01,  -3.342e+01,   8.136e-01,      -0.119,      -0.099,      -0.988,   6.523e-03,     -0.1622
  53,   1.924e+01,  -3.342e+01,   8.307e-01,      -0.136,      -0.107,      -0.985,   5.822e-03,     -0.1276
  54,   1.913e+01,  -3.342e+01,   8.477e-01,      -0.153,      -0.116,      -0.981,   5.055e-03,     -0.0853
  55,   1.903e+01,  -3.342e+01,   8.638e-01,      -0.167,      -0.124,      -0.978,   4.226e-03,     -0.0204
  56,   1.894e+01,  -3.342e+01,   8.789e-01,      -0.202,      -0.143,      -0.969,   3.366e-03,      0.0734
  57,   1.888e+01,  -3.342e+01,   8.943e-01,      -0.292,      -0.192,      -0.937,   2.509e-03,      0.1782
  58,   1.884e+01,  -3.341e+01,   9.093e-01,      -0.403,      -0.253,      -0.879,   1.612e-03,      0.1651
  59,   1.882e+01,  -3.341e+01,   9.249e-01,      -0.768,      -0.445,      -0.461,   1.010e-03,     -0.4903
  60,   1.882e+01,  -3.341e+01,   9.488e-01,      -0.836,      -0.463,       0.295,   1.696e-03,     -1.8940
  61,   1.884e+01,  -3.341e+01,   9.808e-01,      -0.674,      -0.362,       0.644,   2.254e-03,     -1.9322
  62,   1.888e+01,  -3.341e+01,   1.016e+00,      -0.562,      -0.297,       0.772,   3.094e-03,     -1.6351
  63,   1.894e+01,  -3.341e+01,   1.052e+00,      -0.416,      -0.214,       0.884,   3.728e-03,     -1.5093
  64,   1.903e+01,  -3.341e+01,   1.085e+00,      -0.321,      -0.160,       0.933,   4.463e-03,     -1.2461
  65,   1.913e+01,  -3.341e+01,   1.114e+00,      -0.242,      -0.117,       0.963,   5.181e-03,     -1.0766
  66,   1.924e+01,  -3.341e+01,   1.139e+00,      -0.177,      -0.082,       0.981,   5.872e-03,     -0.9468
  67,   1.938e+01,  -3.341e+01,   1.158e+00,      -0.113,      -0.048,       0.992,   6.514e-03,     -0.8192
  68,   1.952e+01,  -3.341e+01,   1.173e+00,      -0.081,      -0.031,       0.996,   7.128e-03,     -0.7200
  69,   1.968e+01,  -3.341e+01,   1.183e+00,      -0.044,      -0.013,       0.999,   7.667e-03,     -0.6555
  70,   1.986e+01,  -3.341e+01,   1.188e+00,      -0.018,      -0.000,       1.000,   8.136e-03,     -0.5935
  71,   2.004e+01,  -3.341e+01,   1.190e+00,       0.001,       0.009,       1.000,   8.521e-03,     -0.5498
  72,   2.023e+01,  -3.341e+01,   1.188e+00,       0.011,       0.014,       1.000,   8.816e-03,     -0.5290
  73,   2.042e+01,  -3.341e+01,   1.185e+00,       0.025,       0.020,       0.999,   9.017e-03,     -0.5186
  74,   2.062e+01,  -3.341e+01,   1.179e+00,       0.036,       0.025,       0.999,   9.119e-03,     -0.5169
  75,   2.082e+01,  -3.341e+01,   1.171e+00,       0.046,       0.029,       0.998,   9.124e-03,     -0.5278
  76,   2.102e+01,  -3.341e+01,   1.160e+00,       0.057,       0.034,       0.998,   9.029e-03,     -0.5525
  77,   2.121e+01,  -3.341e+01,   1.148e+00,       0.075,       0.040,       0.996,   8.842e-03,     -0.5806
  78,   2.140e+01,  -3.341e+01,   1.132e+00,       0.091,       0.046,       0.995,   8.558e-03,     -0.6204
  79,   2.158e+01,  -3.341e+01,   1.114e+00,       0.105,       0.052,       0.993,   8.181e-03,     -0.6836
  80,   2.175e+01,  -3.341e+01,   1.094e+00,       0.131,       0.060,       0.990,   7.726e-03,     -0.7572
  81,   2.192e+01,  -3.341e+01,   1.071e+00,       0.149,       0.066,       0.987,   7.180e-03,     -0.8735
  82,   2.206e+01,  -3.341e+01,   1.047e+00,       0.166,       0.072,       0.984,   6.553e-03,     -1.0511
  83,   2.220e+01,  -3.341e+01,   1.024e+00,       0.178,       0.076,       0.981,   5.847e-03,     -1.3179
  84,   2.231e+01,  -3.341e+01,   1.002e+00,       0.200,       0.082,       0.976,   5.083e-03,     -1.6715
  85,   2.241e+01,  -3.341e+01,   9.812e-01,       0.205,       0.084,       0.975,   4.242e-03,     -2.1611
  86,   2.249e+01,  -3.341e+01,   9.637e-01,       0.218,       0.087,       0.972,   3.360e-03,     -2.6755
  87,   2.256e+01,  -3.341e+01,   9.499e-01,       0.218,       0.087,       0.972,   2.427e-03,     -3.1518
  88,   2.260e+01,  -3.341e+01,   9.407e-01,       0.218,       0.087,       0.972,   1.467e-03,     -3.4727
  89,   2.262e+01,  -3.341e+01,   9.356e-01,       0.284,       0.105,       0.953,   5.001e-04,     -3.5019
Strip 2
  90,   2.259e+01,  -3.332e+01,   9.307e-01,       0.165,       0.018,      -0.986,   1.464e-03,     -1.5146
  91,   2.257e+01,  -3.332e+01,   9.283e-01,       0.094,      -0.002,      -0.996,   4.332e-03,     -1.5070
  92,   2.253e+01,  -3.332e+01,   9.244e-01,       0.094,      -0.002,      -0.996,   7.168e-03,     -1.4384
  93,   2.247e+01,  -3.332e+01,   9.186e-01,       0.094,      -0.002,      -0.996,   9.925e-03,     -1.3065
  94,   2.239e+01,  -3.332e+01,   9.112e-01,       0.088,      -0.004,      -0.996,   1.257e-02,     -1.1396
  95,   2.229e+01,  -3.332e+01,   9.025e-01,       0.086,      -0.004,      -0.996,   1.507e-02,     -0.9629
  96,   2.217e+01,  -3.332e+01,   8.925e-01,       0.084,      -0.005,      -0.996,   1.741e-02,     -0.8042
  97,   2.203e+01,  -3.332e+01,   8.812e-01,       0.084,      -0.005,      -0.996,   1.957e-02,     -0.6721
  98,   2.189e+01,  -3.332e+01,   8.686e-01,       0.084,      -0.005,      -0.996,   2.151e-02,     -0.5650
  99,   2.172e+01,  -3.332e+01,   8.547e-01,       0.088,      -0.004,      -0.996,   2.322e-02,     -0.4802
 100,   2.155e+01,  -3.332e+01,   8.398e-01,       0.084,      -0.005,      -0.996,   2.466e-02,     -0.4150
 101,   2.137e+01,  -3.333e+01,   8.242e-01,       0.086,      -0.004,      -0.996,   2.584e-02,     -0.3628
 102,   2.118e+01,  -3.333e+01,   8.082e-01,       0.082,      -0.006,      -0.997,   2.673e-02,     -0.3232
 103,   2.098e+01,  -3.333e+01,   7.925e-01,       0.078,      -0.007,      -0.997,   2.732e-02,     -0.2928
 104,   2.078e+01,  -3.333e+01,   7.779e-01,       0.068,      -0.011,      -0.998,   2.760e-02,     -0.2706
 105,   2.058e+01,  -3.333e+01,   7.659e-01,       0.051,      -0.018,      -0.999,   2.757e-02,     -0.2530
 106,   2.038e+01,  -3.333e+01,   7.582e-01,       0.026,      -0.029,      -0.999,   2.725e-02,     -0.2357
 107,   2.019e+01,  -3.333e+01,   7.557e-01,      -0.000,      -0.041,      -0.999,   2.664e-02,     -0.2164
